iter	Passed	Remaining
734	72491	6410
735	72600	6313
736	72692	6213
737	72801	6116
738	72904	6017
739	73012	5919
740	73113	5821
741	73219	5723
742	73317	5624
743	73420	5526
744	73516	5427
745	73622	5329
746	73714	5230
747	73810	5131
748	73905	5032
749	74007	4933
750	74112	4835
751	74209	4736
752	74310	4638
753	74411	4539
754	74513	4441
755	74616	4342
756	74713	4243
757	74815	4145
758	74916	4046
759	75015	3948
760	75112	3849
761	75214	3750
762	75314	3652
763	75414	3553
764	75518	3455
765	75627	3356
766	75723	3257
767	75808	3158
768	75900	3059
769	75996	2960
770	76089	2861
771	76186	2763
772	76282	2664
773	76376	2565
774	76471	2466
775	76567	2368
776	76657	2269
777	76759	2170
778	76856	2071
779	76959	1973
780	77054	1874
781	77145	1775
782	77237	1676
783	77328	1578
784	77427	1479
785	77514	1380
786	77602	1281
787	77693	1183
788	77781	1084
789	77869	985
790	77974	887
791	78076	788
792	78173	690
793	78262	591
794	78358	492
795	78457	394
796	78544	295
797	78641	197
798	78738	98
799	78833	0
