iter	Passed	Remaining
594	51594	17776
595	51734	17707
596	51868	17637
597	52005	17567
598	52134	17494
599	52275	17425
600	52399	17350
601	52519	17273
602	52632	17194
603	52759	17120
604	52858	17037
605	52948	16950
606	53036	16863
607	53118	16774
608	53203	16686
609	53291	16598
610	53371	16509
611	53452	16420
612	53536	16331
613	53628	16245
614	53714	16157
615	53795	16068
616	53877	15979
617	53962	15891
618	54056	15806
619	54149	15720
620	54238	15634
621	54322	15545
622	54414	15459
623	54495	15370
624	54578	15282
625	54668	15195
626	54746	15105
627	54835	15018
628	54924	14931
629	55010	14844
630	55100	14757
631	55189	14670
632	55282	14584
633	55385	14501
634	55480	14416
635	55573	14330
636	55674	14246
637	55760	14158
638	55841	14069
639	55924	13981
640	56011	13893
641	56092	13804
642	56179	13717
643	56267	13629
644	56354	13542
645	56445	13456
646	56530	13368
647	56616	13280
648	56700	13192
649	56773	13101
650	56853	13012
651	56932	12923
652	57010	12833
653	57092	12745
654	57178	12657
655	57260	12569
656	57341	12480
657	57422	12392
658	57502	12303
659	57592	12216
660	57677	12128
661	57764	12041
662	57853	11954
663	57934	11866
664	58021	11778
665	58104	11690
666	58187	11602
667	58285	11517
668	58397	11434
669	58485	11347
670	58586	11263
671	58682	11177
672	58781	11092
673	58888	11008
674	58986	10923
675	59085	10838
676	59190	10753
677	59284	10667
678	59386	10582
679	59485	10497
680	59585	10412
681	59679	10325
682	59776	10239
683	59870	10153
684	59972	10068
685	60067	9982
686	60174	9897
687	60280	9813
688	60392	9729
689	60491	9643
690	60588	9557
691	60676	9469
692	60760	9381
693	60852	9294
694	60942	9207
695	61024	9118
696	61116	9031
697	61206	8944
698	61287	8855
699	61371	8767
700	61453	8678
701	61539	8591
702	61635	8504
703	61721	8416
704	61805	8328
705	61887	8239
706	61966	8151
707	62051	8063
708	62136	7975
709	62221	7887
710	62308	7799
711	62399	7712
712	62482	7624
713	62570	7536
714	62659	7449
715	62740	7360
716	62826	7272
717	62908	7184
718	62991	7096
719	63090	7010
720	63186	6923
721	63271	6835
722	63357	6747
723	63439	6659
724	63527	6571
725	63616	6484
726	63698	6396
727	63791	6309
728	63880	6221
729	63974	6134
730	64065	6047
731	64168	5960
732	64257	5873
733	64340	5785
734	64439	5698
735	64528	5611
736	64615	5523
737	64706	5436
738	64800	5348
739	64888	5261
740	64971	5173
741	65065	5085
742	65154	4998
743	65245	4910
744	65331	4823
745	65412	4734
746	65493	4646
747	65573	4558
748	65663	4471
749	65749	4383
750	65837	4295
751	65928	4208
752	66025	4121
753	66115	4033
754	66208	3946
755	66292	3858
756	66378	3770
757	66472	3683
758	66562	3595
759	66649	3507
760	66729	3419
761	66815	3331
762	66905	3244
763	66987	3156
764	67072	3068
765	67159	2980
766	67250	2893
767	67335	2805
768	67413	2717
769	67501	2629
770	67590	2542
771	67685	2454
772	67771	2367
773	67853	2279
774	67937	2191
775	68023	2103
776	68111	2016
777	68202	1928
778	68284	1840
779	68385	1753
780	68480	1665
781	68564	1578
782	68649	1490
783	68732	1402
784	68831	1315
785	68916	1227
786	69005	1139
787	69095	1052
788	69177	964
789	69265	876
790	69348	789
791	69432	701
792	69517	613
793	69600	525
794	69688	438
795	69774	350
796	69859	262
797	69945	175
798	70032	87
799	70117	0
