iter	RMSE
0	100.9790449
1	96.60999763
2	92.55059934
3	88.66989119
4	85.05584098
5	81.58897824
6	78.30820803
7	75.19391946
8	72.33294377
9	69.54809956
10	67.06892621
11	64.85469294
12	62.49721794
13	60.39994289
14	58.57286771
15	56.50188902
16	54.47439395
17	52.65245368
18	51.12933502
19	49.67904686
20	48.14753695
21	46.60911453
22	45.33160483
23	44.07505512
24	42.86618305
25	41.82446314
26	40.84610217
27	39.78625515
28	38.76963158
29	37.86078427
30	37.03670326
31	36.2634037
32	35.60828615
33	34.95958077
34	34.36320853
35	33.69809584
36	33.10151697
37	32.5325392
38	32.04669042
39	31.62754353
40	31.16565545
41	30.70855556
42	30.29495862
43	29.86233385
44	29.43966952
45	29.06601447
46	28.70703324
47	28.33185599
48	27.9286768
49	27.60394075
50	27.34610932
51	27.03213929
52	26.70526918
53	26.44484884
54	26.17294174
55	25.89573285
56	25.67675109
57	25.42066913
58	25.15848887
59	24.98798868
60	24.80344465
61	24.62302688
62	24.46983257
63	24.17380241
64	23.98268302
65	23.82104484
66	23.69613929
67	23.55048768
68	23.3810581
69	23.23973282
70	23.08567653
71	22.89557955
72	22.78460069
73	22.650707
74	22.49687209
75	22.36598865
76	22.29467529
77	22.15025306
78	22.01441794
79	21.88329208
80	21.79105694
81	21.65555756
82	21.52448802
83	21.38605539
84	21.29728881
85	21.21079085
86	21.0296234
87	20.95208024
88	20.82931879
89	20.67008043
90	20.52500969
91	20.44094323
92	20.39672377
93	20.28653563
94	20.20328178
95	20.11853543
96	19.9334585
97	19.7975919
98	19.64040258
99	19.47726689
100	19.39023154
101	19.33919031
102	19.27164519
103	19.19877465
104	19.12255601
105	19.03622424
106	18.97424657
107	18.8447478
108	18.72314437
109	18.62896276
110	18.50832144
111	18.40311349
112	18.27657544
113	18.21087219
114	18.14206363
115	18.0891584
116	17.9861644
117	17.89278546
118	17.80695798
119	17.71130911
120	17.64200804
121	17.57849582
122	17.52079396
123	17.44941246
124	17.37107482
125	17.28404458
126	17.19948395
127	17.15802883
128	17.0966636
129	17.05110019
130	16.97595992
131	16.89655075
132	16.79256473
133	16.71604297
134	16.632651
135	16.54387143
136	16.48782868
137	16.37326457
138	16.34861334
139	16.28511153
140	16.22797377
141	16.1451761
142	16.09163845
143	16.02534053
144	15.98272625
145	15.93076569
146	15.86363012
147	15.78292374
148	15.75664887
149	15.70257276
150	15.58431273
151	15.52545562
152	15.51651827
153	15.49284932
154	15.4144827
155	15.33037462
156	15.24155971
157	15.18601483
158	15.12745451
159	15.10443507
160	15.0538139
161	14.98871923
162	14.94634755
163	14.86131336
164	14.85061973
165	14.76204513
166	14.69967158
167	14.64511516
168	14.60245634
169	14.53502434
170	14.50322477
171	14.4385245
172	14.39845646
173	14.33353481
174	14.30258607
175	14.2987079
176	14.28798331
177	14.23845943
178	14.1979463
179	14.14496033
180	14.13711828
181	14.09390093
182	14.01496774
183	14.00773466
184	13.92119899
185	13.83172061
186	13.77880383
187	13.68630171
188	13.62281605
189	13.6109345
190	13.52553732
191	13.45444928
192	13.39754552
193	13.34505916
194	13.27071754
195	13.243664
196	13.19878184
197	13.15573708
198	13.12235186
199	13.11303673
200	13.04651232
201	13.01373837
202	12.98557989
203	12.97785735
204	12.9108451
205	12.90785004
206	12.87553407
207	12.8660458
208	12.84445934
209	12.77362892
210	12.76606113
211	12.72885263
212	12.6586864
213	12.62326951
214	12.5852061
215	12.5823638
216	12.54628525
217	12.51318912
218	12.48764071
219	12.43944655
220	12.40233655
221	12.34090449
222	12.28650531
223	12.2805283
224	12.21510096
225	12.17066776
226	12.15372736
227	12.12999364
228	12.08393347
229	12.05813988
230	12.03374411
231	12.01015301
232	11.96739272
233	11.90867932
234	11.86779685
235	11.81486845
236	11.79837069
237	11.77663116
238	11.76019009
239	11.71366677
240	11.66711265
241	11.65838333
242	11.60997199
243	11.57589585
244	11.56499273
245	11.51838519
246	11.506957
247	11.47934323
248	11.45150509
249	11.40076837
250	11.37800173
251	11.34968446
252	11.32096619
253	11.28407854
254	11.27309063
255	11.24480725
256	11.23118807
257	11.21893539
258	11.19637077
259	11.08996251
260	11.07708934
261	11.04288318
262	11.00826835
263	10.997275
264	10.99190575
265	10.96468171
266	10.95951673
267	10.9533449
268	10.93444489
269	10.89643053
270	10.87632854
271	10.85910303
272	10.82828074
273	10.81420742
274	10.8003223
275	10.79885979
276	10.78557128
277	10.75165727
278	10.70428962
279	10.68777816
280	10.64302058
281	10.62234898
282	10.59388938
283	10.56011223
284	10.51261167
285	10.49712054
286	10.47286976
287	10.45448185
288	10.44232793
289	10.41921376
290	10.38930893
291	10.36825263
292	10.33949766
293	10.30034011
294	10.26764169
295	10.22914771
296	10.21432389
297	10.19568005
298	10.18096464
299	10.1722871
300	10.14594434
301	10.13787048
302	10.11145064
303	10.09389812
304	10.07323503
305	10.05464602
306	10.05001347
307	10.04312889
308	9.9956903
309	9.990814299
310	9.952022122
311	9.937700349
312	9.892308143
313	9.849269186
314	9.77903055
315	9.76061281
316	9.74465865
317	9.728284639
318	9.713513366
319	9.662557146
320	9.655200561
321	9.618686737
322	9.570781958
323	9.564878495
324	9.556434203
325	9.541993955
326	9.528542503
327	9.512053456
328	9.505741981
329	9.497487984
330	9.484960177
331	9.443367026
332	9.429594454
333	9.398620389
334	9.388305931
335	9.349555512
336	9.296632252
337	9.27555914
338	9.270715361
339	9.268314702
340	9.247246874
341	9.206310478
342	9.15187007
343	9.113720564
344	9.094797581
345	9.0736828
346	9.054964119
347	9.042025184
348	9.034834722
349	9.017414726
350	9.005131748
351	9.001390294
352	8.990843195
353	8.957391744
354	8.916224522
355	8.890357117
356	8.882208757
357	8.827600244
358	8.789928927
359	8.767836737
360	8.717069258
361	8.681491281
362	8.666075764
363	8.644548226
364	8.636548421
365	8.588751366
366	8.578075903
367	8.558466351
368	8.552645223
369	8.55023362
370	8.510167956
371	8.507638371
372	8.505589784
373	8.473295269
374	8.471386466
375	8.448754311
376	8.430963589
377	8.405560879
378	8.380908066
379	8.365533398
380	8.363846878
381	8.351612868
382	8.339598262
383	8.308579116
384	8.306853149
385	8.294408009
386	8.2775549
387	8.256448277
388	8.238771498
389	8.198561496
390	8.188930619
391	8.180958149
392	8.157246288
393	8.134837189
394	8.089099922
395	8.082548686
396	8.072077783
397	8.045162662
398	7.99704165
399	7.981216916
400	7.967963189
401	7.944734044
402	7.905189206
403	7.88945915
404	7.860423938
405	7.837428827
406	7.814537399
407	7.795892101
408	7.771917499
409	7.745304968
410	7.71559066
411	7.659660536
412	7.645442376
413	7.633816572
414	7.608705313
415	7.596641673
416	7.588182041
417	7.567252676
418	7.543818981
419	7.529649536
420	7.512765028
421	7.502475465
422	7.497457262
423	7.475230182
424	7.467218307
425	7.456248959
426	7.434052317
427	7.410097641
428	7.404977288
429	7.400245282
430	7.369642454
431	7.35308002
432	7.348441397
433	7.342043736
434	7.336255189
435	7.334544489
436	7.289308324
437	7.274454483
438	7.239607188
439	7.224969818
440	7.218776919
441	7.204696837
442	7.20299854
443	7.197669917
444	7.166498117
445	7.152402821
446	7.130278379
447	7.120374907
448	7.08657232
449	7.068709807
450	7.051100166
451	7.034102791
452	6.992358762
453	6.983746567
454	6.971044362
455	6.969511697
456	6.957845199
457	6.932382623
458	6.926346572
459	6.911983316
460	6.862383654
461	6.843956821
462	6.829325619
463	6.819582834
464	6.814179256
465	6.811861581
466	6.801205951
467	6.795370785
468	6.788913238
469	6.771370516
470	6.729144781
471	6.723986151
472	6.706978803
473	6.671782144
474	6.649514558
475	6.642464221
476	6.638593123
477	6.628451926
478	6.605639871
479	6.597561332
480	6.58688348
481	6.576638722
482	6.554983566
483	6.549734307
484	6.537229047
485	6.520508173
486	6.512125844
487	6.508758091
488	6.506692133
489	6.49604118
490	6.488450677
491	6.478255457
492	6.455098611
493	6.452654879
494	6.447583949
495	6.431891744
496	6.407343905
497	6.385585765
498	6.363743348
499	6.356606449
500	6.351744865
501	6.330860956
502	6.313636811
503	6.297088082
504	6.284780271
505	6.266092332
506	6.26080223
507	6.24210142
508	6.218426278
509	6.195249358
510	6.179216616
511	6.162894955
512	6.148758102
513	6.129469506
514	6.117519055
515	6.114925917
516	6.088140778
517	6.077487534
518	6.038235829
519	6.026035587
520	6.01437711
521	6.013267357
522	6.003036315
523	5.964251805
524	5.947292823
525	5.933601498
526	5.928235713
527	5.919743421
528	5.901086386
529	5.900607079
530	5.896359191
531	5.881959275
532	5.874642162
533	5.868528774
534	5.863173495
535	5.847543312
536	5.846782796
537	5.827154049
538	5.823217232
539	5.809597625
540	5.783591032
541	5.774237122
542	5.759743629
543	5.718285204
544	5.714563818
545	5.697987811
546	5.689379181
547	5.668572177
548	5.652209666
549	5.641947156
550	5.638714606
551	5.637997481
552	5.623891831
553	5.605167771
554	5.593991
555	5.568528672
556	5.550985937
557	5.54732017
558	5.545402005
559	5.525240031
560	5.517361285
561	5.510589345
562	5.498298527
563	5.48993338
564	5.481707845
565	5.467689441
566	5.43985673
567	5.425437242
568	5.419322844
569	5.417674751
570	5.387625588
571	5.378696599
572	5.374025251
573	5.354855177
574	5.338189135
575	5.333902698
576	5.327003447
577	5.301529702
578	5.30068876
579	5.295225715
580	5.283409298
581	5.2807048
582	5.277804589
583	5.271698995
584	5.261989482
585	5.259586611
586	5.246227309
587	5.237151253
588	5.211909228
589	5.196491415
590	5.194803133
591	5.187785802
592	5.175696807
593	5.166831026
594	5.162573307
595	5.143931748
596	5.132776214
597	5.113754638
598	5.087117495
599	5.079111858
600	5.065854138
601	5.064710357
602	5.046775612
603	5.04025706
604	5.036008756
605	5.019514475
606	5.011926426
607	5.005136023
608	5.002961709
609	4.981445199
610	4.975498104
611	4.961834248
612	4.937293303
613	4.928073556
614	4.919859356
615	4.908610755
616	4.894876253
617	4.889066502
618	4.878244902
619	4.854234598
620	4.851402926
621	4.847011472
622	4.846398572
623	4.843701468
624	4.8369754
625	4.816283682
626	4.805728925
627	4.804991483
628	4.777480885
629	4.776095366
630	4.773578015
631	4.772002653
632	4.758340033
633	4.748178235
634	4.725954983
635	4.724683715
636	4.723404997
637	4.713319827
638	4.703071618
639	4.701352097
640	4.682243692
641	4.66784558
642	4.655356422
643	4.648896499
644	4.624393271
645	4.604305767
646	4.584711469
647	4.569813429
648	4.564033753
649	4.556093072
650	4.544883183
651	4.536681708
652	4.535315434
653	4.534338851
654	4.515272447
655	4.513925197
656	4.494451942
657	4.481518074
658	4.466128117
659	4.46123601
660	4.455142472
661	4.444950874
662	4.43541548
663	4.431510544
664	4.420950224
665	4.415447811
666	4.409463088
667	4.407450987
668	4.394591734
669	4.375000607
670	4.367759748
671	4.35923377
672	4.345106325
673	4.342700003
674	4.334343235
675	4.325776568
676	4.312733684
677	4.3111492
678	4.284888373
679	4.278077181
680	4.274408253
681	4.264346909
682	4.262387172
683	4.256878528
684	4.251277944
685	4.249453923
686	4.222074283
687	4.214839681
688	4.205302324
689	4.184839222
690	4.161139933
691	4.151098426
692	4.13295384
693	4.117646913
694	4.117072413
695	4.113236089
696	4.106121655
697	4.084744982
698	4.063099825
699	4.061870132
700	4.045376025
701	4.03075069
702	4.025854374
703	4.024864105
704	4.021066389
705	4.007579293
706	4.001090239
707	3.995072456
708	3.98913387
709	3.977986342
710	3.964930534
711	3.959401038
712	3.953485772
713	3.945065355
714	3.930140993
715	3.919579915
716	3.912174943
717	3.902503613
718	3.883672631
719	3.880042992
720	3.877267942
721	3.87598011
722	3.874802285
723	3.874356536
724	3.869054288
725	3.860009524
726	3.854941607
727	3.850608118
728	3.833614516
729	3.816015775
730	3.797838047
731	3.793197838
732	3.772800131
733	3.763198113
734	3.754554894
735	3.747594703
736	3.743203854
737	3.718939608
738	3.71659586
739	3.695431989
740	3.681257214
741	3.678725736
742	3.672771637
743	3.672071841
744	3.670098719
745	3.669945195
746	3.665952962
747	3.650531326
748	3.635271016
749	3.634755259
750	3.619021142
751	3.610760396
752	3.607894786
753	3.607767424
754	3.602250616
755	3.599809893
756	3.592653686
757	3.587213277
758	3.565153855
759	3.559585331
760	3.537725872
761	3.527805892
762	3.512778947
763	3.507536544
764	3.5059263
765	3.49976239
766	3.495869459
767	3.480554493
768	3.477485399
769	3.473339347
770	3.455218125
771	3.435999747
772	3.424892312
773	3.411490869
774	3.404776618
775	3.394903343
776	3.39157448
777	3.38769603
778	3.376764719
779	3.361445468
780	3.344035648
781	3.342519833
782	3.337280405
783	3.333010042
784	3.325247395
785	3.319161818
786	3.315143991
787	3.302801988
788	3.297333334
789	3.295952336
790	3.288985356
791	3.285673773
792	3.28113095
793	3.262163206
794	3.247886533
795	3.241866884
796	3.239308193
797	3.237819534
798	3.22852425
799	3.219917016
