iter	Passed	Remaining
159	13691	54765
160	13787	54720
161	13888	54696
162	13991	54678
163	14088	54636
164	14188	54603
165	14291	54583
166	14399	54578
167	14487	54501
168	14576	54424
169	14664	54344
170	14760	54294
171	14861	54262
172	14951	54188
173	15066	54206
174	15161	54147
175	15257	54096
176	15359	54060
177	15476	54082
178	15573	54029
179	15678	54002
180	15802	54044
181	15895	53976
182	15984	53894
183	16079	53832
184	16194	53837
185	16288	53768
186	16387	53718
187	16499	53711
188	16613	53709
189	16721	53685
190	16812	53605
191	16903	53527
192	17002	53474
193	17109	53445
194	17219	53424
195	17307	53335
196	17412	53298
197	17511	53240
198	17602	53161
199	17693	53080
200	17789	53015
201	17878	52928
202	17967	52839
203	18055	52750
204	18148	52675
205	18252	52631
206	18360	52598
207	18450	52513
208	18543	52435
209	18632	52348
210	18716	52247
211	18803	52154
212	18892	52065
213	18985	51988
214	19070	51890
215	19117	51689
216	19200	51584
217	19287	51492
218	19379	51413
219	19471	51334
220	19563	51253
221	19652	51167
222	19741	51080
223	19843	51027
224	19946	50974
225	19980	50746
226	20066	50651
227	20173	50610
228	20268	50539
229	20370	50484
230	20468	50418
231	20562	50342
232	20650	50253
233	20736	50157
234	20768	49932
235	20855	49840
236	20945	49756
237	21042	49689
238	21142	49628
239	21231	49539
240	21320	49453
241	21416	49382
242	21506	49296
243	21593	49205
244	21683	49120
245	21773	49034
246	21876	48977
247	21965	48890
248	22055	48805
249	22143	48716
250	22238	48641
251	22336	48573
252	22427	48489
253	22526	48422
254	22626	48358
255	22725	48291
256	22831	48238
257	22927	48164
258	23023	48090
259	23115	48008
260	23207	47926
261	23301	47847
262	23404	47788
263	23492	47697
264	23588	47621
265	23677	47533
266	23766	47443
267	23864	47371
268	23954	47285
269	24039	47189
270	24125	47093
271	24222	47019
272	24314	46937
273	24410	46860
274	24498	46769
275	24594	46693
276	24678	46594
277	24768	46507
278	24854	46413
279	24940	46317
280	25042	46252
281	25134	46168
282	25228	46088
283	25330	46023
284	25427	45947
285	25515	45856
286	25615	45786
287	25716	45718
288	25825	45664
289	25952	45639
290	26051	45566
291	26142	45481
292	26242	45409
293	26339	45332
294	26431	45247
295	26520	45156
296	26620	45084
297	26720	45011
298	26811	44925
299	26902	44837
300	26990	44745
301	27079	44653
302	27165	44559
303	27255	44468
304	27346	44381
305	27438	44296
306	27527	44205
307	27615	44112
308	27702	44019
309	27803	43947
310	27894	43860
311	27984	43770
312	28070	43674
313	28162	43588
314	28260	43512
315	28355	43429
316	28445	43341
317	28535	43251
318	28632	43172
319	28726	43090
320	28814	42996
321	28899	42900
322	28995	42819
323	29086	42731
324	29181	42649
325	29274	42565
326	29375	42491
327	29466	42402
328	29585	42354
329	29725	42336
330	29896	42360
331	30031	42332
332	30164	42302
333	30333	42321
334	30469	42293
335	30579	42229
336	30755	42254
337	30967	42328
338	31131	42334
339	31259	42291
340	31368	42222
341	31487	42167
342	31604	42107
343	31726	42056
344	31825	41972
345	31932	41900
346	32024	41806
347	32122	41721
348	32236	41657
349	32370	41619
350	32490	41561
351	32594	41483
352	32694	41400
353	32794	41317
354	32888	41225
355	32983	41137
356	33077	41045
357	33174	40958
358	33269	40868
359	33366	40781
360	33460	40690
361	33557	40602
362	33649	40509
363	33741	40415
364	33830	40318
365	33923	40226
366	34010	40127
367	34106	40038
368	34196	39941
369	34291	39852
370	34391	39767
371	34483	39674
372	34582	39588
373	34673	39493
374	34771	39407
375	34857	39307
376	34943	39207
377	35032	39110
378	35119	39011
379	35213	38920
380	35305	38826
381	35403	38740
382	35492	38643
383	35593	38559
384	35679	38459
385	35772	38367
386	35864	38274
387	35969	38194
388	36074	38114
389	36174	38029
390	36268	37938
391	36373	37858
392	36467	37766
393	36559	37673
394	36649	37576
395	36736	37479
396	36831	37388
397	36920	37291
398	37007	37192
399	37097	37097
400	37194	37008
401	37290	36919
402	37391	36834
403	37482	36740
404	37573	36646
405	37659	36546
406	37748	36449
407	37838	36355
408	37927	36258
409	38021	36167
410	38115	36075
411	38206	35980
412	38293	35882
413	38391	35794
414	38478	35696
415	38568	35602
416	38660	35508
417	38749	35412
418	38846	35322
419	38939	35230
420	39027	35134
421	39113	35034
422	39210	34946
423	39299	34850
424	39391	34757
425	39479	34660
426	39572	34567
427	39658	34469
428	39821	34437
429	39950	34375
430	40054	34292
431	40148	34200
432	40240	34107
433	40329	34010
434	40425	33919
435	40512	33821
436	40602	33727
437	40687	33627
438	40776	33531
439	40866	33436
440	40954	33339
441	41038	33239
442	41134	33149
443	41229	33057
444	41324	32966
445	41422	32877
446	41514	32784
447	41608	32692
448	41697	32596
449	41784	32499
450	41874	32404
451	41980	32321
452	42070	32226
453	42161	32132
454	42230	32020
455	42318	31924
456	42413	31833
457	42500	31736
458	42588	31640
459	42683	31548
460	42779	31458
461	42870	31364
462	42961	31269
463	43050	31174
464	43139	31079
465	43232	30986
466	43321	30890
467	43408	30793
468	43495	30696
469	43585	30602
470	43675	30507
471	43768	30415
472	43855	30318
473	43946	30224
474	44045	30136
475	44143	30046
476	44236	29954
477	44327	29860
478	44420	29768
479	44510	29673
480	44601	29579
481	44689	29483
482	44782	29391
483	44875	29299
484	44963	29203
485	45056	29110
486	45145	29015
487	45237	28922
488	45345	28839
489	45437	28746
490	45532	28654
491	45627	28563
492	45734	28479
493	45832	28390
494	45931	28301
495	46027	28210
496	46118	28116
497	46211	28023
498	46309	27934
499	46400	27840
500	46489	27745
501	46575	27648
502	46663	27552
503	46756	27460
504	46855	27370
505	46944	27276
506	47036	27182
507	47129	27090
508	47221	26996
509	47312	26902
510	47402	26808
511	47495	26716
512	47583	26620
513	47677	26528
514	47770	26436
515	47858	26340
516	47947	26245
517	48037	26151
518	48130	26059
519	48223	25966
520	48280	25854
521	48381	25766
522	48471	25672
523	48561	25578
524	48649	25483
525	48741	25390
526	48833	25297
527	48929	25206
528	49029	25117
529	49123	25025
530	49212	24930
531	49309	24840
532	49412	24752
533	49506	24660
534	49612	24574
535	49709	24483
536	49794	24387
537	49881	24291
538	49970	24197
539	50066	24106
540	50160	24013
541	50253	23921
542	50344	23828
543	50428	23730
544	50517	23636
545	50605	23541
546	50690	23445
547	50777	23350
548	50869	23257
549	50960	23163
550	51054	23071
551	51151	22981
552	51240	22886
553	51338	22796
554	51424	22700
555	51507	22603
556	51594	22509
557	51690	22417
558	51781	22324
559	51877	22233
560	51971	22141
561	52056	22045
562	52153	21954
563	52255	21865
564	52350	21774
565	52437	21679
566	52527	21585
567	52614	21490
568	52710	21399
569	52794	21303
570	52878	21206
571	52971	21114
572	53054	21018
573	53146	20925
574	53247	20836
575	53343	20744
576	53436	20652
577	53525	20558
578	53619	20466
579	53716	20375
580	53804	20280
581	53895	20187
582	53979	20091
583	54064	19996
584	54156	19903
585	54248	19810
586	54333	19715
587	54417	19619
588	54500	19523
589	54584	19428
590	54668	19332
591	54750	19236
592	54835	19141
593	54929	19049
594	55025	18958
595	55118	18865
596	55203	18771
597	55293	18677
598	55383	18584
599	55467	18489
600	55552	18394
601	55641	18300
602	55733	18208
603	55850	18123
604	55942	18030
605	56032	17937
606	56135	17848
607	56226	17755
608	56321	17664
609	56415	17572
610	56516	17482
611	56639	17399
612	56736	17307
613	56835	17217
614	56933	17126
615	57032	17035
616	57134	16945
617	57239	16856
618	57347	16768
619	57444	16677
620	57544	16587
621	57655	16499
622	57761	16410
623	57862	16320
624	57956	16227
625	58056	16137
626	58157	16046
627	58258	15956
628	58380	15871
629	58514	15789
630	58617	15699
631	58728	15611
632	58835	15522
633	58943	15433
634	59039	15340
635	59147	15251
636	59252	15161
637	59371	15075
638	59470	14983
639	59566	14891
640	59663	14799
641	59760	14707
642	59854	14614
643	59954	14523
644	60051	14430
645	60158	14341
646	60264	14251
647	60361	14158
648	60459	14066
649	60563	13976
650	60681	13888
651	60784	13797
652	60880	13705
653	60980	13613
654	61080	13521
655	61179	13429
656	61295	13341
657	61395	13249
658	61499	13158
659	61595	13065
660	61700	12974
661	61803	12883
662	61903	12791
663	62000	12698
664	62099	12606
665	62202	12515
666	62301	12423
667	62398	12330
668	62492	12236
669	62596	12145
670	62695	12053
671	62790	11960
672	62894	11868
673	62997	11776
674	63098	11684
675	63198	11592
676	63293	11499
677	63387	11405
678	63484	11313
679	63580	11220
680	63683	11128
681	63784	11036
682	63878	10942
683	63961	10847
684	64051	10753
685	64179	10665
686	64283	10573
687	64373	10479
688	64463	10385
689	64558	10291
690	64643	10197
691	64729	10102
692	64818	10008
693	64905	9913
694	65003	9820
695	65100	9727
696	65205	9635
697	65332	9547
698	65447	9456
699	65554	9364
700	65651	9271
701	65745	9178
702	65843	9085
703	65953	8993
704	66058	8901
705	66166	8809
706	66257	8715
707	66346	8621
708	66435	8526
709	66520	8432
710	66615	8338
711	66704	8244
712	66796	8150
713	66887	8056
714	66976	7962
715	67069	7868
716	67162	7774
717	67254	7680
718	67348	7587
719	67435	7492
720	67520	7398
721	67619	7305
722	67703	7210
723	67796	7116
724	67882	7022
725	67970	6928
726	68057	6833
727	68145	6739
728	68231	6645
729	68316	6550
730	68413	6457
731	68504	6363
732	68614	6271
733	68710	6178
734	68797	6084
735	68888	5990
736	68979	5896
737	69073	5802
738	69166	5709
739	69257	5615
740	69352	5521
741	69451	5428
742	69535	5334
743	69624	5240
744	69723	5147
745	69820	5054
746	69910	4960
747	70003	4866
748	70091	4772
749	70180	4678
750	70262	4584
751	70350	4490
752	70435	4396
753	70520	4302
754	70612	4208
755	70699	4114
756	70782	4020
757	70866	3926
758	70951	3832
759	71038	3738
760	71133	3645
761	71222	3551
762	71311	3458
763	71405	3364
764	71504	3271
765	71599	3178
766	71688	3084
767	71774	2990
768	71862	2896
769	71949	2803
770	72036	2709
771	72125	2615
772	72228	2522
773	72321	2429
774	72416	2336
775	72504	2242
776	72603	2149
777	72697	2055
778	72782	1962
779	72867	1868
780	72957	1774
781	73048	1681
782	73138	1587
783	73227	1494
784	73314	1400
785	73369	1306
786	73453	1213
787	73539	1119
788	73625	1026
789	73710	933
790	73805	839
791	73901	746
792	73988	653
793	74076	559
794	74174	466
795	74260	373
796	74352	279
797	74436	186
798	74527	93
799	74624	0
