iter	RMSE
167	14.78113659
168	14.74372849
169	14.7227611
170	14.66957571
171	14.62580093
172	14.60618411
173	14.59111112
174	14.5583471
175	14.54753267
176	14.52023197
177	14.47861049
178	14.4225492
179	14.38392127
180	14.31678582
181	14.30645035
182	14.24384305
183	14.22925693
184	14.17192058
185	14.14912033
186	14.11073803
187	14.03054216
188	13.95856252
189	13.90547526
190	13.88427783
191	13.86097399
192	13.76345259
193	13.71621954
194	13.68263401
195	13.61953031
196	13.55133567
197	13.51159048
198	13.47019326
199	13.39322302
200	13.37340884
201	13.36787069
202	13.31523356
203	13.2975597
204	13.29012863
205	13.26411284
206	13.25051997
207	13.20821062
208	13.17903822
209	13.12916861
210	13.10855571
211	13.06328647
212	13.05493498
213	13.01064438
214	12.98307513
215	12.97908112
216	12.95046431
217	12.9454226
218	12.90149178
219	12.85362832
220	12.81883202
221	12.81657982
222	12.81094319
223	12.75794817
224	12.705113
225	12.70174748
226	12.69329059
227	12.66468726
228	12.65050728
229	12.61891322
230	12.59705955
231	12.59392109
232	12.58059426
233	12.56936584
234	12.56656818
235	12.53862929
236	12.47864975
237	12.44835149
238	12.37653238
239	12.30617967
240	12.25568423
241	12.20746532
242	12.20551148
243	12.18951498
244	12.15796884
245	12.1049845
246	12.04002439
247	12.0004246
248	11.98089759
249	11.9797078
250	11.94693022
251	11.9012396
252	11.89012085
253	11.88867831
254	11.86978335
255	11.84005321
256	11.82557159
257	11.81808676
258	11.79425854
259	11.74320474
260	11.68947029
261	11.68739794
262	11.66202136
263	11.65426785
264	11.61812089
265	11.56377113
266	11.54434589
267	11.52352022
268	11.49045042
269	11.44986003
270	11.42598096
271	11.41786577
272	11.39717517
273	11.37354029
274	11.35784613
275	11.35002953
276	11.29800399
277	11.26029514
278	11.24575081
279	11.22176295
280	11.17571041
281	11.10856821
282	11.07774814
283	11.02294347
284	10.96833212
285	10.92485833
286	10.90604571
287	10.86430042
288	10.82409449
289	10.79431723
290	10.7793549
291	10.7470448
292	10.71565942
293	10.65576675
294	10.63078344
295	10.59094222
296	10.56694428
297	10.54307114
298	10.53743876
299	10.49232193
300	10.4893673
301	10.45182589
302	10.43785028
303	10.42532252
304	10.39738643
305	10.3806654
306	10.31090503
307	10.3048628
308	10.30252247
309	10.26360559
310	10.24002999
311	10.2185132
312	10.19134767
313	10.1559346
314	10.11413312
315	10.09764506
316	10.05327482
317	10.01898432
318	9.991654651
319	9.941230854
320	9.911052686
321	9.873451796
322	9.814077606
323	9.792333096
324	9.743611104
325	9.707236233
326	9.687242267
327	9.663088027
328	9.639054801
329	9.59290232
330	9.552858301
331	9.550638531
332	9.534186114
333	9.526775177
334	9.523613607
335	9.517573034
336	9.488679311
337	9.463511955
338	9.443457195
339	9.423390982
340	9.358056559
341	9.32205886
342	9.318749028
343	9.293933711
344	9.270726595
345	9.239452613
346	9.214936168
347	9.202637364
348	9.19085436
349	9.149979119
350	9.104227738
351	9.084775656
352	9.081621134
353	9.059196328
354	9.020611046
355	8.996271233
356	8.965638702
357	8.953347649
358	8.939056491
359	8.909555522
360	8.892083651
361	8.857132527
362	8.835393559
363	8.799961513
364	8.795030005
365	8.780120027
366	8.748623597
367	8.732153587
368	8.712547472
369	8.681903033
370	8.626168717
371	8.613535586
372	8.608905307
373	8.568509345
374	8.557309443
375	8.500058599
376	8.471540825
377	8.447120997
378	8.418788437
379	8.394444725
380	8.370767154
381	8.357885802
382	8.343655857
383	8.335802555
384	8.319442226
385	8.304964349
386	8.286098503
387	8.284039187
388	8.236150619
389	8.225447741
390	8.176709805
391	8.161474675
392	8.130623169
393	8.105884856
394	8.053670291
395	8.026788428
396	7.991399075
397	7.959922405
398	7.927496581
399	7.882576077
400	7.844202105
401	7.810771675
402	7.778843673
403	7.753748746
404	7.738145663
405	7.722019937
406	7.710818773
407	7.668863879
408	7.667737588
409	7.620634659
410	7.57717201
411	7.550331803
412	7.525261133
413	7.48390784
414	7.452695974
415	7.433468359
416	7.431641906
417	7.399459836
418	7.359275021
419	7.330800964
420	7.321502555
421	7.307403107
422	7.277742108
423	7.276283946
424	7.247894306
425	7.235810244
426	7.216967333
427	7.187135677
428	7.17641215
429	7.174771506
430	7.151002339
431	7.125594233
432	7.113342591
433	7.093271071
434	7.063462871
435	7.033198418
436	7.00792311
437	6.988045616
438	6.972492342
439	6.953495742
440	6.922886091
441	6.897219225
442	6.873948196
443	6.865048304
444	6.818444829
445	6.801365916
446	6.776544101
447	6.756572347
448	6.724948181
449	6.707956725
450	6.678088744
451	6.649933406
452	6.620685201
453	6.594627616
454	6.592361376
455	6.583998331
456	6.560673625
457	6.539339218
458	6.524984751
459	6.506546943
460	6.505261672
461	6.490789614
462	6.475485556
463	6.460481396
464	6.447829644
465	6.432924053
466	6.426858099
467	6.42402999
468	6.408853462
469	6.394963805
470	6.38196138
471	6.370662429
472	6.35889103
473	6.346895563
474	6.32712142
475	6.310491486
476	6.293639041
477	6.249129947
478	6.231533966
479	6.206712734
480	6.192535176
481	6.166562894
482	6.134546966
483	6.117897603
484	6.109615341
485	6.096821466
486	6.084828796
487	6.075421293
488	6.061221428
489	6.043349893
490	6.017458506
491	6.013905998
492	5.997097062
493	5.966903957
494	5.954717318
495	5.952960733
496	5.939561906
497	5.919393855
498	5.909497359
499	5.877835149
500	5.875503333
501	5.85957329
502	5.850484
503	5.829918927
504	5.804862051
505	5.785997052
506	5.764480202
507	5.75014914
508	5.73172528
509	5.722129419
510	5.705012123
511	5.69921586
512	5.681730429
513	5.671062994
514	5.662785786
515	5.646160965
516	5.628835312
517	5.62706135
518	5.616005222
519	5.609512776
520	5.609112258
521	5.592102263
522	5.562720198
523	5.551392035
524	5.526243148
525	5.518777551
526	5.504510697
527	5.498878062
528	5.47132373
529	5.452714082
530	5.43617084
531	5.42063374
532	5.413853113
533	5.397810173
534	5.385545355
535	5.377962168
536	5.374871558
537	5.355563122
538	5.342718368
539	5.330918891
540	5.326427947
541	5.304278745
542	5.299649041
543	5.277354473
544	5.255166937
545	5.244083093
546	5.228283901
547	5.210142255
548	5.199178141
549	5.189855242
550	5.176177412
551	5.154752668
552	5.140836362
553	5.120138144
554	5.097069481
555	5.096702192
556	5.068918102
557	5.041795434
558	5.03961599
559	5.033811341
560	5.01873203
561	5.017663907
562	5.000557942
563	4.985487858
564	4.983898
565	4.979423773
566	4.959311579
567	4.931443819
568	4.920708266
569	4.908483644
570	4.904938608
571	4.89377772
572	4.891583743
573	4.885464971
574	4.877506491
575	4.863347013
576	4.85903774
577	4.845697736
578	4.83828992
579	4.827734048
580	4.818708195
581	4.796195865
582	4.794849452
583	4.794453516
584	4.779037
585	4.775858788
586	4.774901358
587	4.772154919
588	4.771015307
589	4.768360088
590	4.763412521
591	4.760954889
592	4.759967542
593	4.748359699
594	4.738177288
595	4.725990018
596	4.713636463
597	4.69200098
598	4.666604475
599	4.657186038
600	4.656693348
601	4.638212543
602	4.633209922
603	4.612844007
604	4.599215831
605	4.584722262
606	4.565386059
607	4.560721443
608	4.549671946
609	4.545567701
610	4.526668727
611	4.518279713
612	4.512574868
613	4.496849299
614	4.493559377
615	4.480432342
616	4.472339898
617	4.454718421
618	4.445592011
619	4.445189746
620	4.436421996
621	4.41979591
622	4.418865593
623	4.409935183
624	4.386763912
625	4.386187253
626	4.381763344
627	4.37985991
628	4.373856323
629	4.35905866
630	4.346764064
631	4.342027693
632	4.327547688
633	4.31545759
634	4.305449396
635	4.282394813
636	4.266070629
637	4.256370043
638	4.23156488
639	4.218208224
640	4.19538907
641	4.181709715
642	4.173200427
643	4.170754345
644	4.166114675
645	4.164002134
646	4.148060699
647	4.146909413
648	4.12972257
649	4.121648596
650	4.114333727
651	4.113735011
652	4.112032961
653	4.100354555
654	4.095962522
655	4.085012659
656	4.084317258
657	4.075282485
658	4.070025566
659	4.069749985
660	4.057760599
661	4.044776689
662	4.033195942
663	4.031373571
664	4.025456803
665	4.004992713
666	3.999357199
667	3.988401552
668	3.969769521
669	3.969420793
670	3.967687681
671	3.967341485
672	3.950458377
673	3.935917723
674	3.929361749
675	3.9197563
676	3.903803119
677	3.902735715
678	3.894076698
679	3.885679099
680	3.882132878
681	3.88152237
682	3.871333837
683	3.868688666
684	3.862246854
685	3.860328581
686	3.857958811
687	3.843283366
688	3.835011819
689	3.833175511
690	3.807934745
691	3.797530157
692	3.793933126
693	3.775713097
694	3.764999683
695	3.76251035
696	3.75329955
697	3.751010741
698	3.741372248
699	3.725606743
700	3.714137745
701	3.694918309
702	3.686753049
703	3.678826147
704	3.677664035
705	3.663523747
706	3.653825832
707	3.653438897
708	3.642569347
709	3.634377681
710	3.624813914
711	3.623302306
712	3.610480007
713	3.602398127
714	3.596143536
715	3.588585931
716	3.585363817
717	3.578592622
718	3.559378517
719	3.547899161
720	3.537472871
721	3.518319813
722	3.506222996
723	3.499857028
724	3.474723554
725	3.473435395
726	3.462336436
727	3.453357104
728	3.442523033
729	3.441082182
730	3.434935986
731	3.433925694
732	3.417009547
733	3.400964177
734	3.398821119
735	3.39414743
736	3.383961927
737	3.379324598
738	3.371010396
739	3.366543989
740	3.365546935
741	3.352800673
742	3.347699066
743	3.341207559
744	3.336060429
745	3.327395212
746	3.318286686
747	3.315634509
748	3.307329968
749	3.299307517
750	3.298641252
751	3.29504354
752	3.291165709
753	3.280074215
754	3.259663141
755	3.251632453
756	3.2428073
757	3.242414092
758	3.230750608
759	3.22023969
760	3.206153064
761	3.202330591
762	3.192133744
763	3.170032772
764	3.160711797
765	3.15650181
766	3.153763709
767	3.146863327
768	3.142873981
769	3.126970349
770	3.126773515
771	3.122099461
772	3.113228013
773	3.107883249
774	3.103383749
775	3.094257569
776	3.093410951
777	3.082344747
778	3.068214606
779	3.063542399
780	3.060382067
781	3.054976598
782	3.043174561
783	3.033817436
784	3.02110225
785	3.020834133
786	3.013518671
787	3.00944783
788	3.009239393
789	3.008925858
790	3.004556102
791	3.002472071
792	3.002278693
793	2.994394836
794	2.99303901
795	2.985942403
796	2.973602335
797	2.959461516
798	2.949158481
799	2.944643298
